ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D33043, 8/10/2012, 9425408801, CREDIT, -345.00, 646.78
D33043, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 895.78
D33043, 9/7/2012, 9425408974, CREDIT, -345.00, 550.78
D33043, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 799.78
D33043, 10/12/2012, 9041202116, CREDIT, -345.00, 454.78
D33043, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 703.78
D33043, 11/5/2012, 9538402035, CREDIT, -345.00, 358.78
D33043, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 607.78
D33043, 12/14/2012, 9025313827, CREDIT, -345.00, 262.78
D33043, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 511.78
D33043, 1/11/2013, 9025314079, CREDIT, -345.00, 166.78
D33043, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 415.78
D33043, 2/8/2013, 9025314316, CREDIT, -345.00, 70.78
D33043, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 319.78
D33043, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 344.78
D33043, 3/22/2013, 9025314783, CREDIT, -345.00, -0.22
D33043, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.78
D33043, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 273.78
D33043, 4/22/2013, 9538402941, CREDIT, -275.00, -1.22
D33043, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 247.78
D33043, 5/3/2013, 1196, CREDIT, -249.00, -1.22
D33043, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 247.78
D33043, 6/3/2013, 1202, CREDIT, -249.00, -1.22
D33043, 6/10/2013, POOL KEYS, OTHER CHARGE, 10.00, 8.78
D33043, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 257.78
D33043, 7/5/2013, 1206, CREDIT, -249.00, 8.78
D33043, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 257.78
D33043, 8/12/2013, 1218, CREDIT, -200.58, 57.20

D33044, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 1/5/2012, 049802712, CREDIT, -249.00, 0.00
D33044, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 2/3/2012, 050770833, CREDIT, -249.00, 0.00
D33044, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 3/5/2012, 051656411, CREDIT, -249.00, 0.00
D33044, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 4/2/2012, 052594750, CREDIT, -249.00, 0.00
D33044, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 5/3/2012, 053556592, CREDIT, -249.00, 0.00
D33044, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 6/4/2012, 054505077, CREDIT, -249.00, 0.00
D33044, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 7/3/2012, 055404478, CREDIT, -249.00, 0.00
D33044, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 8/6/2012, 056390198, CREDIT, -249.00, 0.00
D33044, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 9/5/2012, 057324837, CREDIT, -249.00, 0.00
D33044, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 10/3/2012, 058189990, CREDIT, -249.00, 0.00
D33044, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 11/6/2012, 059222304, CREDIT, -249.00, 0.00
D33044, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 12/4/2012, 060160552, CREDIT, -249.00, 0.00
D33044, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 1/4/2013, 061147193, CREDIT, -249.00, 0.00
D33044, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 2/5/2013, 062128671, CREDIT, -249.00, 0.00
D33044, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 3/7/2013, 063012517, CREDIT, -249.00, 0.00
D33044, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 4/5/2013, 063990737, CREDIT, -249.00, 0.00
D33044, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 5/6/2013, 064892333, CREDIT, -249.00, 0.00
D33044, 5/21/2013, POOL KEY, OTHER CHARGE, 5.00, 5.00
D33044, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33044, 6/10/2013, 065857322, CREDIT, -249.00, 5.00
D33044, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33044, 7/9/2013, 066846511, CREDIT, -254.00, 0.00
D33044, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33044, 8/6/2013, 067767102, CREDIT, -249.00, 0.00

D33045, 12/28/2011, 5534, CREDIT, -249.00, -249.00
D33045, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 1/23/2012, 5555, CREDIT, -249.00, -249.00
D33045, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 2/29/2012, 5590, CREDIT, -249.00, -249.00
D33045, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 3/28/2012, 5614, CREDIT, -249.00, -249.00
D33045, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 5/1/2012, 5646, CREDIT, -249.00, -249.00
D33045, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 5/23/2012, 5670, CREDIT, -249.00, -249.00
D33045, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 6/26/2012, 5701, CREDIT, -249.00, -249.00
D33045, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 7/30/2012, 5723, CREDIT, -249.00, -249.00
D33045, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 8/29/2012, 5750, CREDIT, -996.00, -996.00
D33045, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -747.00
D33045, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.00
D33045, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -249.00
D33045, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 12/26/2012, 5854, CREDIT, -249.00, -249.00
D33045, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33045, 2/4/2013, 5880, CREDIT, -249.00, 0.00
D33045, 2/26/2013, 5900, CREDIT, -249.00, -249.00
D33045, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 3/25/2013, 5961, CREDIT, -249.00, -249.00
D33045, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 4/30/2013, 5923, CREDIT, -249.00, -249.00
D33045, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 5/21/2013, 5948, CREDIT, -249.00, -249.00
D33045, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 6/18/2013, 6019, CREDIT, -249.00, -249.00
D33045, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D33045, 7/18/2013, 06045, CREDIT, -249.00, -249.00
D33045, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D33046, 9/2/2009, FINE: LEASE, OTHER CHARGE, 750.00, 750.00
D33046, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 1/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 2/8/2012, EFT, CREDIT, -249.00, 750.00
D33046, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 3/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 4/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 5/7/2012, EFT, CREDIT, -249.00, 750.00
D33046, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 6/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 7/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 8/6/2012, EFT, CREDIT, -249.00, 750.00
D33046, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 9/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 10/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 11/5/2012, EFT, CREDIT, -249.00, 750.00
D33046, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 12/6/2012, EFT, CREDIT, -249.00, 750.00
D33046, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 1/7/2013, EFT, CREDIT, -249.00, 750.00
D33046, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 2/5/2013, EFT, CREDIT, -249.00, 750.00
D33046, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D33046, 3/5/2013, EFT, CREDIT, -249.00, 750.00
D33046, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 775.00
D33046, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1024.00
D33046, 4/5/2013, EFT, CREDIT, -249.00, 775.00
D33046, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 800.00
D33046, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1049.00
D33046, 5/6/2013, EFT, CREDIT, -249.00, 800.00
D33046, 5/15/2013, ENTRY DOOR KEY, OTHER CHARGE, 5.00, 805.00
D33046, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 830.00
D33046, 5/23/2013, REDUCE FINE, CREDIT, -675.00, 155.00
D33046, 5/23/2013, WAIVE LATE CHARGES, CREDIT, -75.00, 80.00
D33046, 5/31/2013, 257980731, CREDIT, -5.00, 75.00
D33046, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 324.00
D33046, 6/3/2013, 258465033, CREDIT, -75.00, 249.00
D33046, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D33046, 6/25/2013, POOL KEY, OTHER CHARGE, 5.00, 5.00
D33046, 7/1/2013, 263373338, CREDIT, -5.00, 0.00
D33046, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33046, 7/5/2013, EFT, CREDIT, -244.00, 5.00
D33046, 7/5/2013, EFT, CREDIT, -5.00, 0.00
D33046, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33046, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D34051, 12/2/2011, PARKING STICKER, OTHER CHARGE, 10.00, 10.00
D34051, 12/29/2011, 1635, CREDIT, -249.00, -239.00
D34051, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 10.00
D34051, 1/3/2012, 1636, CREDIT, -10.00, 0.00
D34051, 2/1/2012, 1639, CREDIT, -249.00, -249.00
D34051, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 3/5/2012, 1641, CREDIT, -249.00, 0.00
D34051, 3/28/2012, 1646, CREDIT, -249.00, -249.00
D34051, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 4/27/2012, 1652, CREDIT, -249.00, -249.00
D34051, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 5/29/2012, 1658, CREDIT, -249.00, -249.00
D34051, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 6/27/2012, 1660, CREDIT, -249.00, -249.00
D34051, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 7/30/2012, 1664, CREDIT, -249.00, -249.00
D34051, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 8/27/2012, 1665, CREDIT, -249.00, -249.00
D34051, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 10/2/2012, 1670, CREDIT, -249.00, 0.00
D34051, 10/29/2012, 1674, CREDIT, -249.00, -249.00
D34051, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 12/3/2012, 1677, CREDIT, -249.00, 0.00
D34051, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 1/4/2013, 1681, CREDIT, -249.00, 0.00
D34051, 1/29/2013, 1685, CREDIT, -249.00, -249.00
D34051, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 2/26/2013, 1690, CREDIT, -249.00, -249.00
D34051, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 3/27/2013, 1693, CREDIT, -249.00, -249.00
D34051, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 5/6/2013, 1695, CREDIT, -249.00, 0.00
D34051, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D34051, 6/3/2013, 1701, CREDIT, -249.00, 0.00
D34051, 7/1/2013, 1704, CREDIT, -249.00, -249.00
D34051, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D34051, 7/30/2013, 1707, CREDIT, -249.00, -249.00
D34051, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D34052, 10/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 268.00
D34052, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 293.00
D34052, 11/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 561.00
D34052, 11/4/2011, FINE: ITEMS IN COMMON AREA, OTHER CHARGE, 25.00, 586.00
D34052, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 611.00
D34052, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 879.00
D34052, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 904.00
D34052, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1153.00
D34052, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 1178.00
D34052, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1427.00
D34052, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 1452.00
D34052, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1701.00
D34052, 3/9/2012, LEGAL: TRACT BOOK SEARCH, OTHER CHARGE, 77.00, 1778.00
D34052, 3/13/2012, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 160.55, 1938.55
D34052, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 1963.55
D34052, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2212.55
D34052, 4/5/2012, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 149.25, 2361.80
D34052, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 2386.80
D34052, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2635.80
D34052, 5/15/2012, F/C, FINANCE CHARGE, 25.00, 2660.80
D34052, 5/31/2012, LEGAL: MORTGAGE FORECLOSUR, OTHER CHARGE, 205.00, 2865.80
D34052, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3114.80
D34052, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 3139.80
D34052, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3388.80
D34052, 7/5/2012, LEGAL: PROBATE CLAIM, OTHER CHARGE, 200.00, 3588.80
D34052, 7/11/2012, LEGAL: CERTIFIED MAIL, OTHER CHARGE, 10.40, 3599.20
D34052, 7/12/2012, LEGAL: FILING FEE, OTHER CHARGE, 161.00, 3760.20
D34052, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 3785.20
D34052, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 4034.20
D34052, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 4059.20
D34052, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 4308.20
D34052, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 4333.20
D34052, 9/18/2012, REPAIR INVOICE # 12-6874, OTHER CHARGE, 350.00, 4683.20
D34052, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 4932.20
D34052, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 4957.20
D34052, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5206.20
D34052, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 5231.20
D34052, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5480.20
D34052, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 5505.20
D34052, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5754.20
D34052, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 5779.20
D34052, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 6028.20
D34052, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 6053.20
D34052, 2/15/2013, LEGAL: REVIEW FILE, OTHER CHARGE, 50.00, 6103.20
D34052, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 6352.20
D34052, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 6377.20
D34052, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 6626.20
D34052, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 6651.20
D34052, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 6900.20
D34052, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 6925.20
D34052, 5/20/2013, LEGAL: FORCIBLE ENTRY, OTHER CHARGE, 567.00, 7492.20
D34052, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 7741.20
D34052, 6/12/2013, LEGAL: SERVICE FEE, OTHER CHARGE, 100.00, 7841.20
D34052, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 7866.20
D34052, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 8115.20
D34052, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 8140.20
D34052, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 8389.20

D34053, , PRIOR, CREDIT, -240.00, -240.00
D34053, 6/15/2011, F/C, FINANCE CHARGE, 25.00, -215.00
D34053, 6/16/2011, LEGAL: COURT APPEARANCE, OTHER CHARGE, 288.75, 73.75
D34053, 7/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 341.75
D34053, 7/5/2011, POOL KEY, OTHER CHARGE, 5.00, 346.75
D34053, 7/5/2011, POOL KEY, OTHER CHARGE, 5.00, 351.75
D34053, 8/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 619.75
D34053, 8/15/2011, F/C, FINANCE CHARGE, 25.00, 644.75
D34053, 9/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 912.75
D34053, 9/15/2011, F/C, FINANCE CHARGE, 25.00, 937.75
D34053, 10/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 1205.75
D34053, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 1230.75
D34053, 11/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 1498.75
D34053, 11/11/2011, LEGAL: TRACT BOOK SEARCH, OTHER CHARGE, 77.00, 1575.75
D34053, 11/14/2011, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 154.78, 1730.53
D34053, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 1755.53
D34053, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 2023.53
D34053, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 2048.53
D34053, 12/21/2011, PARKING STICKERS, OTHER CHARGE, 10.00, 2058.53
D34053, 12/28/2011, LEGAL: FORCIBLE ENTRY, OTHER CHARGE, 199.00, 2257.53
D34053, 12/28/2011, LEGAL: FILING FEES, OTHER CHARGE, 417.00, 2674.53
D34053, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2923.53
D34053, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 2948.53
D34053, 1/19/2012, LEGAL: COURT APPEARANCE, OTHER CHARGE, 289.75, 3238.28
D34053, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3487.28
D34053, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 3512.28
D34053, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 3761.28
D34053, 3/8/2012, 62165871, CREDIT, -3153.53, 607.75
D34053, 3/15/2012, 0393359668, CREDIT, -359.00, 248.75
D34053, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 273.75
D34053, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 522.75
D34053, 4/6/2012, 0374497779, CREDIT, -280.00, 242.75
D34053, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 267.75
D34053, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 516.75
D34053, 5/15/2012, F/C, FINANCE CHARGE, 25.00, 541.75
D34053, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 790.75
D34053, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 815.75
D34053, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1064.75
D34053, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 1089.75
D34053, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1338.75
D34053, 8/9/2012, LEGAL: CERTIFIED MAIL, OTHER CHARGE, 5.65, 1344.40
D34053, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 1369.40
D34053, 8/31/2012, LEGAL: PAYMENT PLAN, OTHER CHARGE, 199.00, 1568.40
D34053, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1817.40
D34053, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 1842.40
D34053, 9/24/2012, 0495815680, CREDIT, -400.00, 1442.40
D34053, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1691.40
D34053, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 1716.40
D34053, 10/30/2012, 0297034164, CREDIT, -400.00, 1316.40
D34053, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1565.40
D34053, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 1590.40
D34053, 11/21/2012, 0431477546, CREDIT, -400.00, 1190.40
D34053, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1439.40
D34053, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 1464.40
D34053, 12/18/2012, 0403179041, CREDIT, -400.00, 1064.40
D34053, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1313.40
D34053, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 1338.40
D34053, 1/17/2013, 0403179078, CREDIT, -400.00, 938.40
D34053, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1187.40
D34053, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 1212.40
D34053, 2/19/2013, 0431477065, CREDIT, -400.00, 812.40
D34053, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1061.40
D34053, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 1086.40
D34053, 3/20/2013, 0431477274, CREDIT, -400.00, 686.40
D34053, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 935.40
D34053, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 960.40
D34053, 4/22/2013, 0438704718, CREDIT, -400.00, 560.40
D34053, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 809.40
D34053, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 834.40
D34053, 5/20/2013, 703114887, CREDIT, -400.00, 434.40
D34053, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 683.40
D34053, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 708.40
D34053, 6/18/2013, 703106294, CREDIT, -400.00, 308.40
D34053, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 557.40
D34053, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 582.40
D34053, 7/19/2013, 729467238, CREDIT, -400.00, 182.40
D34053, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 431.40
D34053, 8/20/2013, 729467402, CREDIT, -400.00, 31.40

D34054, , PRIOR, CREDIT, -211.64, -211.64
D34054, 11/3/2009, BNKRPT, OTHER CHARGE, 6208.58, 5996.94
D34054, 10/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 6264.94
D34054, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 6289.94
D34054, 11/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 6557.94
D34054, 11/9/2011, REPAIR: INVOICE # N/A, OTHER CHARGE, 327.91, 6885.85
D34054, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 6910.85
D34054, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 7178.85
D34054, 12/15/2011, PARKING STICKER, OTHER CHARGE, 5.00, 7183.85
D34054, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 7208.85
D34054, 12/19/2011, 290734, CREDIT, -5.00, 7203.85
D34054, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 7452.85
D34054, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 7477.85
